iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
IND,2009-10-01,53.17,31.53,66.76,18.3,42.59,44.18,34.53,5.0,99.93,5.02,18.47,60.35,32.0
IND,2009-11-01,53.61,32.27,66.94,18.73,42.39,43.9,34.54,5.01,100.0,5.01,18.35,60.44,32.41
IND,2009-12-01,53.49,32.42,66.53,18.44,42.84,44.25,34.53,5.09,100.0,5.01,18.34,60.46,32.74
IND,2010-01-01,53.14,32.46,66.72,18.23,42.01,43.91,34.6,5.0,99.89,5.01,18.49,60.63,33.06
IND,2010-02-01,53.41,32.24,66.71,18.7,42.43,44.15,34.56,4.98,99.98,4.99,18.33,60.76,33.04
IND,2010-03-01,53.22,32.96,66.92,18.24,42.31,43.43,34.52,5.06,99.95,5.03,18.39,60.83,33.07
IND,2010-04-01,53.42,32.65,66.81,18.37,42.57,44.48,34.55,4.97,100.0,5.03,18.38,60.8,33.07
IND,2010-05-01,53.58,32.72,66.68,18.68,42.36,44.01,34.6,4.97,99.92,5.1,18.37,60.87,33.18
IND,2010-06-01,53.21,32.65,66.87,18.79,41.91,44.08,34.48,5.05,99.98,4.91,18.36,60.9,33.07
IND,2010-07-01,52.75,32.36,66.78,18.22,42.6,43.96,34.61,4.99,99.95,5.06,18.35,60.92,33.06
IND,2010-08-01,53.0,32.85,66.46,18.67,42.78,44.3,34.69,5.02,100.0,5.01,18.35,60.99,33.11
IND,2010-09-01,53.46,32.89,67.03,17.86,42.33,43.96,34.58,5.03,100.0,4.99,18.39,61.01,33.06
IND,2010-10-01,53.58,32.32,66.79,18.57,42.15,44.08,34.65,4.98,100.0,5.02,18.34,61.19,33.08
IND,2010-11-01,53.27,32.75,66.48,18.19,42.69,44.32,34.55,4.99,100.0,4.95,18.4,61.04,33.06
IND,2010-12-01,52.86,32.56,66.83,18.7,42.68,44.09,34.67,5.05,100.0,4.87,18.45,61.2,33.07
IND,2011-01-01,52.97,32.25,67.16,18.69,41.95,43.71,34.58,5.0,100.0,5.01,18.39,61.23,33.04
IND,2011-02-01,53.24,32.44,66.89,19.04,42.54,43.88,34.58,5.15,99.97,5.0,18.33,61.28,33.05
IND,2011-03-01,53.28,32.32,66.58,18.35,42.29,43.86,34.63,5.05,99.93,5.07,18.46,61.5,33.11
IND,2011-04-01,52.65,32.75,66.62,18.69,41.75,44.19,34.6,5.01,100.0,4.98,18.43,61.51,33.01
IND,2011-05-01,52.98,32.76,66.99,18.68,41.9,43.24,34.62,4.99,100.0,4.98,18.44,61.55,33.09
IND,2011-06-01,52.82,32.74,66.54,18.51,41.57,43.95,34.52,4.99,100.0,5.0,18.37,61.6,33.08
IND,2011-07-01,52.11,32.44,66.93,18.41,41.89,43.71,34.6,5.01,100.0,4.93,18.4,61.75,33.09
IND,2011-08-01,52.8,32.33,66.67,18.66,41.33,43.25,34.63,5.08,99.99,5.02,18.36,61.9,32.99
IND,2011-09-01,52.64,32.51,66.34,18.35,41.68,43.51,34.59,4.97,100.0,5.01,18.41,61.99,33.06
IND,2011-10-01,52.7,32.29,66.61,18.54,40.96,43.47,34.56,5.06,100.0,4.99,18.28,62.0,33.03
IND,2011-11-01,52.49,32.2,66.4,18.4,41.49,43.0,34.56,5.02,99.97,4.99,18.35,62.1,33.09
IND,2011-12-01,52.73,32.25,67.0,18.49,40.71,43.58,34.56,5.02,99.99,5.03,18.39,62.11,33.07
IND,2012-01-01,51.46,32.1,66.96,18.73,40.89,43.49,34.68,5.04,100.0,5.0,18.33,62.25,33.12
IND,2012-02-01,52.3,32.66,66.58,19.01,40.34,43.24,34.72,4.97,99.95,4.99,18.26,62.35,33.07
IND,2012-03-01,52.39,32.44,66.55,18.79,40.92,43.23,34.57,4.93,99.91,4.97,18.07,62.36,33.17
IND,2012-04-01,52.09,31.98,67.02,18.82,41.18,43.23,34.62,5.0,100.0,5.01,17.94,62.41,33.1
IND,2012-05-01,52.34,32.48,67.0,18.45,40.97,43.33,34.44,4.95,99.99,5.01,17.76,62.48,33.03
IND,2012-06-01,52.37,31.78,66.78,17.95,40.66,43.1,34.66,5.1,99.98,5.02,17.62,62.5,33.11
IND,2012-07-01,52.57,32.2,66.56,18.67,41.08,42.37,34.57,5.02,100.0,5.05,17.48,62.66,33.05
IND,2012-08-01,52.37,31.71,66.54,18.44,40.72,42.7,34.53,4.93,100.0,5.04,17.41,62.75,33.02
IND,2012-09-01,52.07,32.36,66.49,18.74,40.69,43.06,34.61,5.03,99.99,5.06,17.27,62.8,33.11
IND,2012-10-01,52.65,32.35,66.53,18.57,41.49,42.41,34.53,4.96,100.0,4.93,17.07,62.79,33.05
IND,2012-11-01,52.88,32.59,66.6,18.29,41.1,42.68,34.54,4.99,99.99,5.06,17.02,62.93,33.0
IND,2012-12-01,52.12,32.09,65.86,18.37,40.22,42.75,34.53,4.98,99.95,5.07,16.73,62.95,33.06
IND,2013-01-01,51.93,32.18,66.03,18.62,40.65,42.5,34.57,5.04,100.0,5.09,16.68,63.02,33.09
IND,2013-02-01,51.94,32.3,65.9,18.49,40.83,41.91,34.57,4.96,99.97,4.93,15.73,63.01,33.11
IND,2013-03-01,51.61,31.64,66.47,18.33,40.01,41.39,34.57,4.94,99.95,5.04,14.84,63.22,33.18
IND,2013-04-01,51.35,32.25,66.64,18.27,39.7,41.61,34.52,5.04,100.0,5.09,13.89,63.48,33.06
IND,2013-05-01,51.41,31.74,65.82,18.48,39.69,41.06,34.52,4.91,100.0,4.99,13.04,63.49,32.95
IND,2013-06-01,51.03,32.46,65.9,18.44,39.42,40.82,34.6,5.06,100.0,5.05,12.17,63.61,33.07
IND,2013-07-01,50.73,32.26,65.7,17.85,38.67,40.46,34.55,4.99,99.98,5.06,11.22,63.75,33.02
IND,2013-08-01,50.15,32.4,65.95,17.99,38.62,39.79,34.58,4.96,99.96,5.06,10.37,63.86,33.12
IND,2013-09-01,49.61,32.59,66.0,18.33,38.41,39.91,34.56,4.94,100.0,5.01,9.45,63.94,33.09
IND,2013-10-01,49.3,32.54,65.48,18.17,37.79,39.88,34.61,5.04,99.94,4.99,8.47,64.03,33.12
IND,2013-11-01,49.51,32.48,65.92,18.41,38.06,39.4,34.64,5.07,100.0,5.03,7.56,64.15,33.06
IND,2013-12-01,48.92,32.02,65.69,18.41,37.82,38.96,34.58,4.94,99.99,5.07,6.57,64.36,33.11
IND,2014-01-01,48.71,32.28,65.89,18.24,37.34,38.28,34.54,4.99,100.0,5.07,5.87,64.49,33.09
IND,2014-02-01,48.51,32.84,65.43,18.41,37.0,38.1,34.59,5.01,100.0,5.08,5.73,64.52,33.13
IND,2014-03-01,47.94,32.98,65.64,18.28,36.32,37.28,34.64,4.97,100.0,5.0,5.66,64.58,33.01
IND,2014-04-01,46.96,33.09,65.2,18.11,36.06,36.89,34.55,5.04,99.98,5.02,5.53,64.6,33.04
IND,2014-05-01,46.58,33.1,65.43,17.79,35.88,36.9,34.53,4.99,100.0,4.98,5.5,64.68,33.05
IND,2014-06-01,45.93,33.12,65.33,17.74,35.57,36.71,34.4,4.95,99.95,5.0,5.4,64.72,33.0
IND,2014-07-01,45.41,34.03,65.26,17.45,34.14,35.35,34.52,5.02,100.0,4.97,5.37,64.86,33.08
IND,2014-08-01,44.17,33.83,65.22,18.09,34.02,35.43,34.6,4.99,100.0,4.9,5.32,64.86,33.08
IND,2014-09-01,44.07,33.92,65.12,17.9,33.42,34.58,34.51,5.01,99.99,5.02,5.32,64.98,33.1
IND,2014-10-01,43.62,33.34,65.43,17.44,32.98,34.09,34.48,5.03,100.0,4.94,5.17,65.13,33.08
IND,2014-11-01,43.04,33.99,65.43,17.0,32.45,34.13,34.58,4.98,100.0,4.98,5.11,65.1,33.04
IND,2014-12-01,42.2,34.15,65.19,17.38,32.13,33.76,34.59,5.0,100.0,5.02,5.03,65.15,33.05
IND,2015-01-01,41.51,34.13,64.93,17.56,32.04,33.05,34.45,5.03,99.94,5.08,5.04,65.18,33.02
IND,2015-02-01,41.59,34.45,65.15,17.28,31.86,32.88,34.59,5.02,99.95,4.97,5.06,65.3,33.04
IND,2015-03-01,41.91,35.43,65.23,16.72,31.92,32.84,34.57,5.03,100.0,4.91,4.99,65.49,33.07
IND,2015-04-01,41.3,35.32,64.79,16.9,31.49,32.72,34.53,4.98,99.98,4.95,5.07,65.59,33.03
IND,2015-05-01,40.95,36.25,65.03,17.23,31.81,32.38,34.58,4.94,100.0,5.06,4.98,65.7,33.14
IND,2015-06-01,41.04,36.83,64.92,17.11,31.48,31.79,34.59,5.07,99.97,4.94,5.04,65.86,33.14
IND,2015-07-01,41.42,36.74,65.52,17.57,31.65,32.7,34.54,4.96,99.98,4.99,5.0,65.98,33.16
IND,2015-08-01,41.06,37.37,65.2,16.67,31.8,33.32,34.58,4.98,100.0,4.99,4.99,66.08,33.12
IND,2015-09-01,40.87,38.06,65.39,17.2,31.73,32.64,34.62,5.06,100.0,4.97,4.98,66.14,33.04
IND,2015-10-01,41.07,38.85,65.11,17.25,31.58,31.9,34.62,5.05,100.0,4.97,5.08,66.34,33.08
IND,2015-11-01,40.66,39.27,65.08,17.15,31.46,32.31,34.62,4.98,100.0,5.07,5.01,66.36,33.16
IND,2015-12-01,40.74,39.79,65.64,16.87,31.23,31.87,34.47,4.92,99.98,5.1,5.05,66.51,33.11
IND,2016-01-01,41.11,40.6,65.4,17.28,31.22,32.02,34.52,5.02,99.98,5.03,4.96,66.52,33.04
IND,2016-02-01,40.29,39.48,65.13,17.42,30.96,31.41,34.49,5.06,100.0,4.95,5.04,66.67,33.0
IND,2016-03-01,40.36,39.67,65.76,18.09,30.43,31.62,34.65,4.96,100.0,5.02,4.99,66.6,33.03
IND,2016-04-01,39.45,39.69,65.39,18.69,30.41,31.33,34.53,4.98,100.0,4.93,4.97,66.8,33.09
IND,2016-05-01,39.49,39.34,65.57,19.3,30.22,31.4,34.59,5.01,99.99,4.98,4.96,66.84,33.05
IND,2016-06-01,39.14,39.25,64.99,19.51,29.9,30.57,34.66,5.02,99.97,4.98,5.04,66.93,33.09
IND,2016-07-01,38.68,38.81,65.8,19.73,30.06,30.74,34.53,5.03,100.0,5.02,4.96,67.06,33.11
IND,2016-08-01,38.45,38.74,65.52,20.42,29.92,29.9,34.65,5.05,99.94,5.02,5.04,67.03,33.08
IND,2016-09-01,37.87,39.22,65.38,20.98,29.75,30.39,34.51,4.99,99.96,5.07,5.01,67.14,33.1
IND,2016-10-01,37.6,38.77,65.34,21.93,29.4,30.31,34.63,4.94,100.0,5.07,5.01,67.18,33.04
IND,2016-11-01,37.45,38.24,65.11,22.3,29.34,30.4,34.55,5.07,100.0,5.01,4.99,67.28,33.12
IND,2016-12-01,37.55,38.32,65.08,22.81,29.08,30.13,34.52,5.05,100.0,5.02,4.94,67.39,33.11
IND,2017-01-01,37.16,37.96,65.25,23.26,29.0,29.99,34.66,4.97,99.94,5.03,4.92,67.47,33.09
IND,2017-02-01,37.06,38.25,65.1,22.97,28.52,30.01,34.62,4.95,100.0,5.07,4.92,67.39,33.04
IND,2017-03-01,36.76,38.48,65.85,23.15,29.1,29.84,34.57,5.02,99.97,5.0,4.96,67.38,33.08
IND,2017-04-01,37.12,38.37,65.89,23.19,28.49,29.68,34.65,4.98,99.86,5.09,5.0,67.51,33.01
IND,2017-05-01,37.02,38.67,65.69,22.78,28.08,30.32,34.51,4.94,99.98,4.9,4.92,67.41,33.12
IND,2017-06-01,37.06,38.45,65.28,23.01,28.71,29.54,34.58,5.01,100.0,4.93,4.9,67.57,33.05
IND,2017-07-01,36.81,38.59,65.86,22.96,28.63,29.53,34.6,4.89,99.98,5.01,5.06,67.59,33.08
IND,2017-08-01,36.12,38.67,65.96,22.75,28.11,29.7,34.56,5.05,100.0,5.01,4.97,67.59,33.07
IND,2017-09-01,36.94,38.71,66.22,22.85,27.59,29.91,34.58,5.08,100.0,5.04,5.02,67.71,33.02
IND,2017-10-01,36.32,38.19,66.11,23.01,27.6,29.48,34.57,4.97,99.98,5.0,4.98,67.62,33.11
IND,2017-11-01,36.44,38.33,66.36,23.2,27.45,29.56,34.59,5.02,99.98,4.95,4.93,67.57,33.07
IND,2017-12-01,36.32,38.1,66.03,23.18,27.36,29.82,34.63,5.02,99.89,5.03,5.05,67.6,33.0
IND,2018-01-01,36.46,39.15,66.25,22.9,28.11,29.37,34.56,5.03,99.96,5.0,5.01,67.62,33.1
IND,2018-02-01,35.27,38.82,65.8,22.56,27.18,29.14,34.43,5.0,99.97,5.06,4.96,67.75,33.02
IND,2018-03-01,35.93,39.28,65.77,22.41,26.97,29.22,34.57,5.04,99.93,5.0,5.04,67.79,33.02
IND,2018-04-01,35.55,39.89,65.2,22.1,26.25,28.96,34.47,4.99,100.0,5.06,4.96,67.89,33.0
IND,2018-05-01,34.94,40.32,65.52,21.69,25.75,28.81,34.58,4.99,99.92,4.99,5.06,67.93,33.11
IND,2018-06-01,34.64,40.51,64.72,20.72,25.77,28.57,34.55,5.01,99.94,5.07,4.95,67.96,33.04
IND,2018-07-01,34.35,40.94,64.47,19.79,25.2,28.4,34.58,5.07,99.97,5.02,4.93,68.04,33.05
IND,2018-08-01,33.87,41.47,64.02,19.31,24.85,27.63,34.53,4.97,100.0,4.94,5.0,68.11,33.1
IND,2018-09-01,34.22,42.0,64.13,19.16,24.46,27.68,34.5,5.09,100.0,5.09,5.02,68.18,33.0
IND,2018-10-01,33.61,42.25,63.53,18.67,23.44,27.43,34.51,4.93,100.0,5.04,4.94,68.17,33.09
IND,2018-11-01,32.79,42.57,63.35,17.77,23.17,27.31,34.59,5.03,99.97,5.05,5.05,68.24,33.12
IND,2018-12-01,33.2,42.61,62.99,17.55,23.09,27.05,34.6,4.95,99.91,4.98,5.03,68.26,33.12
IND,2019-01-01,32.3,43.22,63.12,17.05,22.67,26.98,34.62,5.03,99.98,5.03,5.11,68.4,33.09
IND,2019-02-01,31.69,43.3,63.0,17.41,22.9,26.5,34.64,4.98,100.0,5.06,5.01,68.23,32.98
IND,2019-03-01,31.51,43.55,62.71,17.55,22.69,27.02,34.65,4.99,100.0,5.01,5.07,68.02,33.01
IND,2019-04-01,31.72,43.43,63.66,18.42,22.19,26.62,34.5,5.01,99.95,5.05,4.91,67.89,33.04
IND,2019-05-01,31.36,43.15,63.75,18.29,22.31,26.49,34.53,4.98,99.97,5.03,4.96,67.79,33.15
IND,2019-06-01,30.62,43.78,63.91,19.04,22.26,26.02,34.6,5.03,100.0,5.01,4.98,67.63,33.04
IND,2019-07-01,30.77,43.11,64.1,19.24,22.4,26.39,34.5,5.0,99.99,5.0,4.98,67.55,33.0
IND,2019-08-01,30.27,43.62,64.1,19.89,22.54,26.09,34.58,5.05,100.0,4.93,4.96,67.37,33.03
IND,2019-09-01,29.86,43.78,64.17,20.33,22.26,25.91,34.6,4.95,99.94,4.86,5.08,67.24,33.06
IND,2019-10-01,29.8,43.59,64.45,20.39,21.83,25.44,34.65,4.99,100.0,5.01,5.02,67.12,32.98
IND,2019-11-01,29.97,43.87,64.75,20.8,22.09,25.22,34.53,4.92,99.89,5.07,5.01,66.96,33.08
IND,2019-12-01,29.56,43.82,65.16,21.37,22.14,25.18,34.58,5.03,100.0,4.96,5.04,66.83,33.03
IND,2020-01-01,29.23,43.33,65.1,21.8,21.49,25.29,34.6,4.99,99.97,5.11,4.96,66.7,32.97
IND,2020-02-01,29.24,42.87,65.49,21.61,22.19,25.03,34.49,5.03,100.0,5.1,5.0,66.15,33.09
IND,2020-03-01,29.97,42.48,65.93,21.18,21.92,25.54,34.68,5.0,99.99,5.0,5.03,65.49,33.0
IND,2020-04-01,29.13,41.37,65.46,21.39,22.36,25.39,34.6,5.01,100.0,5.04,4.89,65.08,33.1
IND,2020-05-01,29.61,40.75,66.21,21.47,22.71,25.13,34.63,5.05,99.98,5.0,4.98,64.6,33.04
IND,2020-06-01,29.64,40.08,65.97,21.52,22.97,25.28,34.6,4.91,99.95,5.03,5.04,63.86,33.02
IND,2020-07-01,30.04,39.34,66.28,21.46,22.65,25.17,34.58,4.91,100.0,4.96,5.02,63.52,33.04
IND,2020-08-01,29.91,38.73,66.29,21.96,22.75,25.05,34.53,5.07,100.0,5.0,5.06,62.97,33.06
IND,2020-09-01,30.05,37.83,66.73,21.42,23.26,25.23,34.66,4.96,99.98,4.97,4.97,62.38,33.09
IND,2020-10-01,30.46,37.57,67.02,21.49,22.65,25.5,34.69,5.01,100.0,5.0,4.95,61.8,33.06
IND,2020-11-01,31.06,36.39,66.5,21.46,23.45,24.97,34.57,4.98,100.0,4.93,4.96,61.28,33.04
IND,2020-12-01,30.64,35.59,67.13,21.78,23.74,25.08,34.54,4.95,100.0,4.99,5.04,60.73,33.08
IND,2021-01-01,30.36,35.23,67.11,21.81,23.97,25.64,34.69,4.89,100.0,5.03,4.93,60.23,33.07
IND,2021-02-01,30.24,35.13,67.54,21.15,23.69,25.67,34.6,4.96,99.98,5.09,4.97,60.28,33.17
IND,2021-03-01,30.25,35.2,66.96,21.35,23.19,25.28,34.71,4.99,100.0,4.97,5.03,60.46,33.06
IND,2021-04-01,29.98,35.63,66.38,21.18,22.86,25.44,34.67,5.02,99.94,5.04,5.03,60.48,33.11
IND,2021-05-01,30.41,35.52,65.94,21.17,22.85,25.46,34.58,4.99,100.0,5.01,5.02,60.62,33.12
IND,2021-06-01,30.15,36.02,65.94,20.47,22.7,25.28,34.56,4.99,99.99,4.93,4.97,60.86,33.12
IND,2021-07-01,29.85,36.03,65.72,20.14,22.63,25.6,34.58,4.96,99.98,5.14,4.99,60.86,33.05
IND,2021-08-01,29.88,36.66,66.01,20.78,22.44,25.6,34.6,4.99,99.96,5.09,4.91,60.98,33.01
IND,2021-09-01,29.7,35.9,65.71,20.02,22.29,25.78,34.52,5.09,99.96,4.92,5.06,60.96,33.07
IND,2021-10-01,29.58,36.8,65.84,20.74,22.32,25.57,34.55,4.91,100.0,4.99,4.98,61.06,33.11
IND,2021-11-01,29.14,36.4,65.37,19.98,22.58,25.24,34.6,4.99,100.0,4.99,5.0,61.25,33.19
IND,2021-12-01,29.42,36.81,65.38,19.72,21.81,25.16,34.57,5.02,99.95,5.02,4.99,61.32,32.96
IND,2022-01-01,29.27,37.1,64.86,19.6,21.74,25.46,34.58,5.15,100.0,4.98,5.0,61.41,32.99
IND,2022-02-01,29.17,38.17,64.86,20.03,21.82,25.17,34.67,5.0,99.99,4.99,5.0,62.1,33.05
IND,2022-03-01,28.53,38.9,65.2,20.25,21.86,25.47,34.49,4.99,100.0,4.95,4.96,62.93,33.07
IND,2022-04-01,28.77,39.35,64.72,20.32,21.44,25.01,34.49,4.94,100.0,5.07,4.94,63.7,33.04
IND,2022-05-01,28.37,40.18,64.57,20.58,21.14,25.26,34.51,4.95,100.0,5.0,4.95,64.51,33.09
IND,2022-06-01,28.43,41.42,64.05,20.93,21.29,24.8,34.64,5.05,99.92,4.89,5.05,65.26,33.07
IND,2022-07-01,28.82,41.81,64.5,20.95,20.91,24.2,34.43,4.97,99.93,4.9,5.02,66.07,33.03
IND,2022-08-01,27.53,42.63,64.08,20.73,21.34,23.88,34.56,4.97,100.0,5.03,5.08,66.89,33.1
IND,2022-09-01,27.52,43.36,63.63,21.16,20.88,24.47,34.66,5.03,99.92,4.96,5.08,67.55,33.04
IND,2022-10-01,27.88,44.36,63.67,21.66,21.15,24.31,34.66,5.1,100.0,4.94,5.0,68.46,33.14
IND,2022-11-01,27.09,45.56,64.18,21.92,20.94,23.99,34.64,5.0,99.88,5.04,5.03,69.27,33.09
IND,2022-12-01,27.83,45.86,63.83,21.59,20.39,23.75,34.48,5.04,99.89,4.96,4.97,69.91,33.12
IND,2023-01-01,27.74,46.84,64.08,22.33,20.73,23.26,34.55,5.09,99.96,5.02,4.95,70.83,33.08
IND,2023-02-01,27.56,46.94,63.76,21.37,20.25,24.16,34.56,5.01,99.95,5.03,5.0,70.9,33.06
IND,2023-03-01,27.46,47.28,63.58,20.47,20.12,23.86,34.59,4.98,99.96,4.99,5.04,70.86,33.0
IND,2023-04-01,27.39,46.96,63.68,19.69,20.46,24.2,34.65,4.99,100.0,4.93,4.95,71.04,33.02
IND,2023-05-01,27.72,47.24,63.51,18.87,20.59,24.28,34.54,5.08,100.0,5.01,5.02,71.0,33.09
IND,2023-06-01,27.69,47.13,63.33,17.64,20.07,24.19,34.54,4.92,99.97,4.94,5.02,71.07,33.11
IND,2023-07-01,28.4,47.05,63.48,16.97,20.19,23.97,34.56,5.01,99.92,5.0,5.04,71.13,33.05
IND,2023-08-01,27.6,46.77,63.28,15.41,20.3,24.32,34.61,5.05,99.98,5.07,5.09,71.21,33.06
IND,2023-09-01,27.55,47.55,63.4,14.73,20.34,24.03,34.56,5.01,99.93,5.03,5.0,71.28,33.14
IND,2023-10-01,28.41,47.48,63.23,14.16,20.71,24.37,34.53,5.02,100.0,4.91,5.07,71.25,33.07
IND,2023-11-01,27.86,47.31,62.62,13.31,20.04,24.25,34.46,5.02,100.0,5.0,4.94,71.31,33.08
IND,2023-12-01,27.87,47.51,63.0,12.51,20.38,24.17,34.61,5.04,99.98,5.05,4.97,71.35,33.06
IND,2024-01-01,28.36,47.94,63.01,11.27,20.21,24.84,34.6,4.97,99.92,5.07,5.07,71.44,33.09
IND,2024-02-01,28.59,47.36,62.57,11.8,20.71,24.16,34.54,5.04,99.98,5.04,4.9,71.52,33.13
IND,2024-03-01,27.45,47.85,63.41,12.05,19.91,24.66,34.54,4.98,100.0,5.07,4.99,71.58,33.0
IND,2024-04-01,27.86,47.96,63.98,11.22,20.09,24.38,34.51,5.05,99.95,5.04,5.03,71.56,33.02
IND,2024-05-01,27.5,48.41,63.97,12.1,20.21,24.59,34.6,4.94,100.0,5.0,5.07,71.61,33.08
IND,2024-06-01,27.25,47.91,64.16,11.91,19.9,24.34,34.52,4.99,99.93,4.95,4.94,71.6,33.15
IND,2024-07-01,27.05,48.23,64.58,11.96,20.57,24.18,34.51,5.01,99.92,4.94,5.07,71.72,32.98
IND,2024-08-01,27.0,48.68,64.19,12.17,20.38,24.71,34.63,5.02,99.97,5.03,5.03,71.76,33.09
IND,2024-09-01,26.73,48.34,65.03,11.92,19.86,24.63,34.6,5.05,99.95,5.02,5.02,71.75,33.12
IND,2024-10-01,26.45,48.74,65.39,12.68,20.08,24.73,34.56,5.04,100.0,5.04,5.0,71.79,32.98
IND,2024-11-01,26.12,48.47,65.01,12.35,20.21,24.71,34.67,4.97,100.0,5.0,5.07,71.88,33.02
IND,2024-12-01,25.83,49.13,65.64,12.67,20.5,24.64,34.46,5.0,99.98,4.98,5.03,71.91,33.13
IND,2025-01-01,25.98,48.67,66.28,12.51,19.82,24.9,34.58,5.09,99.99,4.94,5.02,71.99,33.13
IND,2025-02-01,25.49,49.35,65.96,12.7,20.5,24.4,34.6,4.94,100.0,5.04,5.03,72.0,33.09
IND,2025-03-01,26.05,48.44,65.55,12.43,20.28,24.47,34.59,4.99,99.97,5.02,5.06,71.94,33.08
IND,2025-04-01,25.88,48.4,65.87,12.22,20.52,24.42,34.47,5.16,100.0,5.04,5.06,72.0,33.08
IND,2025-05-01,26.13,48.66,65.22,12.27,20.35,24.36,34.59,4.88,100.0,4.97,5.0,71.97,33.12
IND,2025-06-01,25.85,48.66,65.56,12.4,20.04,24.59,34.5,5.06,100.0,4.99,4.95,72.04,32.96
IND,2025-07-01,26.2,48.65,65.62,12.16,20.06,24.93,34.6,5.1,99.94,5.03,5.08,72.08,33.09
IND,2025-08-01,26.17,48.93,65.7,12.52,20.28,24.72,34.57,5.04,100.0,5.04,5.01,72.06,33.06
IND,2025-09-01,26.15,48.9,65.88,13.04,20.38,25.01,34.53,5.11,100.0,4.96,5.06,72.02,33.09
IND,2025-10-01,25.9,48.8,65.05,12.45,19.97,24.53,34.53,5.04,99.99,5.09,5.02,71.98,33.14
IND,2025-11-01,25.92,49.22,65.57,12.1,20.1,24.38,34.55,4.99,100.0,5.03,5.01,71.91,33.13
IND,2025-12-01,25.84,49.09,65.61,12.75,19.72,24.4,34.48,5.04,99.98,5.0,5.0,71.99,33.09
IRL,1995-01-01,79.5,5.02,86.84,36.34,77.55,62.2,70.33,4.98,65.54,5.04,39.16,79.47,13.75
IRL,1995-02-01,79.18,5.31,87.47,36.39,76.96,62.06,70.34,5.02,65.7,5.01,39.15,79.48,13.63
IRL,1995-03-01,78.7,5.4,87.25,36.35,77.1,62.63,70.36,5.04,65.61,4.98,39.16,79.44,13.62
IRL,1995-04-01,78.96,4.85,86.82,36.73,77.08,62.31,70.41,4.99,65.69,4.95,39.24,79.5,13.45
IRL,1995-05-01,78.37,5.27,87.03,36.22,77.07,61.91,70.38,4.94,65.72,5.07,39.16,79.63,13.47
IRL,1995-06-01,79.16,4.82,87.49,36.57,77.24,62.43,70.4,4.97,65.65,4.99,39.17,79.63,13.4
IRL,1995-07-01,79.1,4.91,87.36,36.58,77.35,62.47,70.5,4.98,65.68,4.99,39.19,79.67,13.38
IRL,1995-08-01,79.39,5.06,87.67,36.34,77.53,62.36,70.6,5.06,65.7,5.06,39.19,79.68,13.27
IRL,1995-09-01,78.96,5.41,87.24,36.41,77.48,61.99,70.5,5.06,65.67,5.06,39.21,79.69,13.28
IRL,1995-10-01,79.32,4.91,87.72,36.61,77.44,62.56,70.56,4.99,65.66,5.0,39.21,79.87,13.14
IRL,1995-11-01,79.23,5.05,87.48,36.48,77.71,62.19,70.78,5.0,65.67,4.94,39.12,79.82,13.2
IRL,1995-12-01,78.98,5.05,87.44,36.24,77.89,62.49,70.71,4.99,65.65,4.95,39.19,79.91,13.06
IRL,1996-01-01,79.42,4.94,87.45,36.34,77.65,62.23,70.71,4.96,65.68,5.02,39.1,79.97,13.01
IRL,1996-02-01,79.47,4.94,87.85,36.68,78.05,62.4,70.67,5.03,65.59,4.97,39.11,80.03,12.94
IRL,1996-03-01,79.44,4.79,87.59,36.55,77.62,62.73,70.72,4.96,65.72,5.03,39.25,79.98,12.71
IRL,1996-04-01,79.28,4.61,87.19,36.49,78.11,62.75,70.76,4.83,65.67,4.97,39.16,80.03,12.55
IRL,1996-05-01,79.87,4.79,87.98,36.32,77.67,62.42,70.86,5.05,65.77,4.92,39.19,80.12,12.38
IRL,1996-06-01,79.82,4.66,87.04,36.2,77.74,63.08,70.92,4.93,65.71,4.98,39.15,80.15,12.37
IRL,1996-07-01,79.73,5.45,87.4,36.31,77.87,62.6,70.93,5.02,65.69,5.02,39.13,80.04,12.13
IRL,1996-08-01,79.96,5.23,87.56,36.63,78.64,62.58,70.91,5.03,65.69,4.99,39.21,80.25,12.07
IRL,1996-09-01,80.13,5.53,87.85,36.25,78.2,62.73,70.95,5.0,65.74,5.06,39.24,80.22,11.98
IRL,1996-10-01,79.92,5.19,87.79,36.49,77.99,62.6,70.96,5.05,65.77,5.01,39.12,80.2,11.77
IRL,1996-11-01,80.19,4.89,87.76,36.41,77.81,62.6,71.14,4.93,65.69,4.96,39.24,80.28,11.67
IRL,1996-12-01,79.65,4.84,87.19,36.63,78.02,62.63,71.13,4.99,65.82,5.01,39.17,80.24,11.49
IRL,1997-01-01,80.29,5.09,87.68,37.02,78.36,62.73,71.07,5.06,65.7,4.94,39.2,80.31,11.35
IRL,1997-02-01,80.0,5.03,87.46,36.42,77.98,62.61,71.1,5.05,65.78,5.0,39.19,80.42,11.49
IRL,1997-03-01,80.76,4.69,87.42,36.79,77.89,62.5,71.29,5.07,65.78,5.08,39.13,80.31,11.75
IRL,1997-04-01,80.53,4.93,87.3,36.76,78.09,62.29,71.22,5.01,65.81,4.92,39.14,80.43,11.82
